name,company,street,postcode,city,country,capacity,energy_source,technology,chp,commissioned,type,lat,lon,eic_code,energy_source_level_1,energy_source_level_2,energy_source_level_3,additional_info,comment,source,,,,,,,,,,,,,,,,,,,,,
Evebøfossen,GLOPPEN ENERGI AS,,50,Gloppen,NO,0.38,Hydro,Reservoir,,1910,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Evenset,,,4,Bodø,NO,0.08,Hydro,Reservoir,,2006,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Evenstad,AGDER ENERGI VANNKRAFT AS,,14,Froland,NO,23.5,Hydro,Reservoir,,1904,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Fagerdalen,FAGERDALEN KRAFTVERK AS,,28,Vaksdal,NO,0.8,Hydro,Reservoir,,2007,,,,,Renewable energy,Hydro,,Zone: NO5,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Fagerelva,,,49,Stad,NO,0.035,Hydro,Reservoir,,2001,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Fagerli,SKS PRODUKSJON AS,,41,Fauske %u2013 Fuossko,NO,48,Hydro,Reservoir,,1975,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Fagerlid,FAGERLID MINIKRAFTVERK AS,,49,Stad,NO,0.32,Hydro,Reservoir,,2008,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Fagervollan,HELGELAND KRAFT VANNKRAFT AS,,33,Rana,NO,21,Hydro,Reservoir,,1990,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Fall,VOKKS KRAFT AS,,47,Søndre Land,NO,5.5,Hydro,Reservoir,,2009,,,,,Renewable energy,Hydro,,Zone: NO1,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Faslefoss,E-CO ENERGI AS,,51,Nord-Aurdal,NO,17.8,Hydro,Reservoir,,1980,,,,,Renewable energy,Hydro,,Zone: NO1,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Fatland,FATLAND KRAFT AS,,17,Kvinnherad,NO,0.975,Hydro,Reservoir,,2014,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Fausa I,STRANDA ENERGI AS,,25,Stranda,NO,0.78,Hydro,Reservoir,,1929,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Fausa II,STRANDA ENERGI AS,,25,Stranda,NO,7,Hydro,Reservoir,,1952,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Fellesanlegget Kykkelsrud-Fossumfoss,E-CO ENERGI AS,,14,Indre Østfold,NO,230,Hydro,Reservoir,,1963,,,,,Renewable energy,Hydro,,Zone: NO1,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Finndøla,AGDER ENERGI VANNKRAFT AS,,23,Fyresdal,NO,108,Hydro,Reservoir,,1972,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Finnesetbekken,FINNESETBEKKEN KRAFTVERK AS,,40,Nesbyen,NO,1.428,Hydro,Reservoir,,2011,,,,,Renewable energy,Hydro,,Zone: NO5,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Finså,AGDER ENERGI VANNKRAFT AS,,28,Sirdal,NO,23,Hydro,Reservoir,,1963,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Fiskefjord,TROLLFJORD KRAFT AS,,66,Hadsel,NO,1.5,Hydro,Reservoir,,1979,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Fiskløysa,SMÅKRAFT GREEN BOND 1 AS,,42,Lierne,NO,5.1,Hydro,Reservoir,,2018,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Fiskå Mølle,,,30,Strand,NO,0.1,Hydro,Reservoir,,1984,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Fivlemyr,NORSK HYDRO RJUKAN NÆRINGSPARK,,44,Luster,NO,2,Hydro,Reservoir,,1962,,,,,Renewable energy,Hydro,,Zone: NO5,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Fjellanger,FJELLANGER KRAFTVERK AS,,28,Vaksdal,NO,0.8,Hydro,Reservoir,,2006,,,,,Renewable energy,Hydro,,Zone: NO5,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Fjellet,LØVENSKIOLD-FOSSUM KRAFT AS,,7,Skien,NO,4.3,Hydro,Reservoir,,2015,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Fjellhaugen,FJELLHAUGEN SKISENTER AS,,17,Kvinnherad,NO,0.16,Hydro,Reservoir,,2008,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Fjelna,NORDIC POWER AS,,55,Heim,NO,4.83,Hydro,Reservoir,,2015,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Fjone,SKAGERAK KRAFT AS,,22,Nissedal,NO,50,Hydro,Reservoir,,1970,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Fjæremsfoss,STATKRAFT ENERGI AS,,1,Trondheim ,NO,18.8,Hydro,Reservoir,,1957,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Flaen Mølle,,,37,Hurdal,NO,0.021,Hydro,Reservoir,,2006,,,,,Renewable energy,Hydro,,Zone: NO1,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Flatenfoss 2,ARENDALS FOSSEKOMPANI ASA,,17,Åmli,NO,5.5,Hydro,Reservoir,,1981,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Flatenfoss 3,ARENDALS FOSSEKOMPANI ASA,,17,Åmli,NO,7.1,Hydro,Reservoir,,2009,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Flatlandsåi,VRÅDAL KRAFT AS,,21,Kviteseid,NO,1.3,Hydro,Reservoir,,2006,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Flatråker,,,16,Tysnes,NO,0.9,Hydro,Reservoir,,2003,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Flittig,LØVENSKIOLD FOSSUM KRAFT,,7,Skien,NO,5.5,Hydro,Reservoir,,2017,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Flørli,LYSE PRODUKSJON AS,,8,Sandnes,NO,80,Hydro,Reservoir,,1999,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Fløtre,JAN KÅRE FLØTRE,,50,Gloppen,NO,0.05,Hydro,Reservoir,,2000,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Folkedal,HARDANGER ENERGI AS,,21,Voss,NO,4.99,Hydro,Reservoir,,2013,,,,,Renewable energy,Hydro,,Zone: NO5,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Folkestad,FOLKESTAD KRAFTVERK AS,,77,Volda,NO,1.85,Hydro,Reservoir,,2006,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Follafoss,NTE ENERGI AS,,6,Steinkjer,NO,48.1,Hydro,Reservoir,,2005,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Follebu bruk,FOLLEBU BRUK AS,,41,Gausdal,NO,0.4,Hydro,Reservoir,,1950,,,,,Renewable energy,Hydro,,Zone: NO1,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Follsjå,FOLLSJÅ KRAFT AS,,8,Notodden,NO,2.9,Hydro,Reservoir,,2015,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Forneselva,NORDIC POWER AS,,1,Tromsø,NO,5.2,Hydro,Reservoir,,2014,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Forsanvatn,NORD-SALTEN KRAFT AS,,48,Steigen,NO,8.8,Hydro,Reservoir,,2013,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Forsanvatn minikraftverk,NORD-SALTEN KRAFT AS,,48,Steigen,NO,0.723,Hydro,Reservoir,,2013,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Forsland,HELGELAND KRAFT VANNKRAFT AS,,22,Leirfjord,NO,7,Hydro,Reservoir,,2003,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Forså,SKS PRODUKSJON AS,,38,Gildeskål,NO,12,Hydro,Reservoir,,1963,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Foss,FOSS KRAFT JOHAN HJORTELAND,,33,Hjelmeland,NO,0.113,Hydro,Reservoir,,2003,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Fossabekken,GJERDE JAKOB,,17,Kvinnherad,NO,0.45,Hydro,Reservoir,,2011,,,,,Renewable energy,Hydro,,Zone: NO5,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Fossan,STATKRAFT ENERGI AS,,33,Tydal,NO,2.5,Hydro,Reservoir,,2000,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Fossan,HÅLOGALAND KRAFT PRODUKSJON AS,,14,Gratangen,NO,4.95,Hydro,Reservoir,,2013,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Fossane,,,33,Hjelmeland,NO,0.18,Hydro,Reservoir,,2001,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Fossane,E-CO ENERGI AS,,41,Aurland,NO,3.6,Hydro,Pumped storage,,2013,,,,,Renewable energy,Hydro,,Zone: NO5,Pump only,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Fossane - Molla,FOSSANE MIKROKRAFTVERK AS,,35,Sauda,NO,0.325,Hydro,Reservoir,,2006,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Fossbråten,FOSSBRÅTEN KRAFTVERK AS,,51,Nord-Aurdal,NO,2.9,Hydro,Reservoir,,2014,,,,,Renewable energy,Hydro,,Zone: NO1,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Fossdal,ØSTFOLD ENERGI AS,,43,Årdal,NO,3.5,Hydro,Pumped storage,,1987,,,,,Renewable energy,Hydro,,Zone: NO5,Pump only,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Fosse,BKK PRODUKSJON AS,,28,Vaksdal,NO,25,Hydro,Reservoir,,1954,,,,,Renewable energy,Hydro,,Zone: NO5,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Fosseelvo Mikrokraftverk,,,17,Kvinnherad,NO,0.011,Hydro,Reservoir,,2000,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Fossekallen,FOSSHEIM KURT,,50,Gloppen,NO,0.08,Hydro,Reservoir,,1999,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Fossekallen,SVELGEN KRAFT AS,,48,Bremanger,NO,0.09,Hydro,Reservoir,,2007,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Fossekallen,FOSSEKALLEN ENERGI AS,,12,Lund,NO,0.2,Hydro,Reservoir,,2014,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Fossen,BØRTER E VERK ANS,,28,Enebakk,NO,0.07,Hydro,Reservoir,,1972,,,,,Renewable energy,Hydro,,Zone: NO1,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Fossheim,FOSSHEIM ENERGIVERK AS,,47,Sunnfjord,NO,8.32,Hydro,Reservoir,,1995,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Fossheimfoss,E-CO ENERGI AS,,52,Vestre Slidre,NO,1.9,Hydro,Reservoir,,1994,,,,,Renewable energy,Hydro,,Zone: NO1,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Fossheimgardane,FOSSHEIMGARDANE MIKROKRAFTVERK AS,,47,Sunnfjord,NO,0.075,Hydro,Reservoir,,2013,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Fossmark,BKK PRODUKSJON AS,,28,Vaksdal,NO,9,Hydro,Reservoir,,1917,,,,,Renewable energy,Hydro,,Zone: NO5,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Fossmark,FOSSMARK KRAFT AS,,8,Sandnes,NO,2.04,Hydro,Reservoir,,2007,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Fosstun,FOSSTUN MINIKRAFT Sigbjørn Garborg Sande,,35,Eidsvoll,NO,0.09,Hydro,Reservoir,,2006,,,,,Renewable energy,Hydro,,Zone: NO1,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Fosstveit,CHR SALVESEN & CHR THAMS'S COMMUNICATIONS AKTIESELSKAB,,13,Tvedestrand,NO,1.99,Hydro,Reservoir,,2008,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Fossum,LØVENSKIOLD FOSSUM KRAFT,,7,Skien,NO,0.81,Hydro,Reservoir,,1908,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Fossum Mølle og elektrisitetsverk,FOSSUM MØLLE OG ELEKTRISITETSVERK ANS,,27,Midtre Gauldal,NO,0.06,Hydro,Reservoir,,2002,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Fossåno,FOSSÅNO KRAFTVERK AS,,34,Suldal,NO,1.85,Hydro,Reservoir,,2006,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Frammarsvik,FRAMMARSVIK KRAFT AS,,47,Sunnfjord,NO,2.4,Hydro,Reservoir,,2008,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Framruste,E-CO ENERGI AS,,33,Skjåk,NO,75,Hydro,Reservoir,,2005,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Freim,FREIM KRAFT AS,,18,Ullensvang,NO,0.7,Hydro,Reservoir,,2013,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Fremstedalen,VIKHEIM HANS ARNE,,40,Sogndal,NO,0.07,Hydro,Reservoir,,2007,,,,,Renewable energy,Hydro,,Zone: NO5,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Friheim,KURT EIVIND MILJETEIG,,17,Kvinnherad,NO,0.027,Hydro,Reservoir,,2005,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Frilsjøen,CHR SALVESEN & CHR THAMS'S COMMUNICATIONS AKTIESELSKAB,,59,Orkland,NO,0.07,Hydro,Reservoir,,2003,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Frisvold,,,39,Rauma,NO,0.025,Hydro,Reservoir,,1998,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Fritzøe,FRITZØE SKOGER M S TRESCHOW,,5,Larvik,NO,3.3,Hydro,Reservoir,,1901,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Frøland,BKK PRODUKSJON AS,,23,Samnanger,NO,24.9,Hydro,Reservoir,,1912,,,,,Renewable energy,Hydro,,Zone: NO5,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Frøvik Gård,,,14,Kragerø,NO,0.006,Hydro,Reservoir,,1996,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Frøystul,NORSK HYDRO RJUKAN NÆRINGSPARK,,18,Tinn,NO,45.6,Hydro,Reservoir,,1995,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Fuglestein,JON ANDERS FUGLESTEIN,,34,Suldal,NO,0.025,Hydro,Reservoir,,2009,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Funna,NTE ENERGI AS,,34,Meråker,NO,20.6,Hydro,Reservoir,,1938,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Funnefoss,GLOMMA KRAFTPRODUKSJON AS,,34,Nes,NO,40,Hydro,Reservoir,,1975,,,,,Renewable energy,Hydro,,Zone: NO1,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Furebø,FURA KRAFT AS,,47,Sunnfjord,NO,1.08,Hydro,Reservoir,,2001,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Furegardane,SMÅKRAFT AS,,21,Voss,NO,5.49,Hydro,Reservoir,,2014,,,,,Renewable energy,Hydro,,Zone: NO5,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Furset,STRANDA ENERGI AS,,25,Stranda,NO,4.95,Hydro,Reservoir,,2007,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Fykanvannet,STATKRAFT ENERGI AS,,37,Meløy,NO,2.35,Hydro,Reservoir,,2013,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Færåsen,AGDER ENERGI VANNKRAFT AS,,5,Lindesnes,NO,1.43,Hydro,Reservoir,,2009,,,,,Renewable energy,Hydro,,Zone: NO2,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Fønhus,FØNHUS KRAFT AS,,49,Sør-Aurdal,NO,0.62,Hydro,Reservoir,,2004,,,,,Renewable energy,Hydro,,Zone: NO1,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Føssa,FØSSA KRAFTVERK AS,,59,Orkland,NO,1.769,Hydro,Reservoir,,2011,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Gamlebrofoss,GLITRE ENERGI PRODUKSJON AS,,6,Kongsberg,NO,15,Hydro,Reservoir,,1971,,,,,Renewable energy,Hydro,,Zone: NO1,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Gandvik,PASVIK KRAFT AS,,42,Unjárga-Nesseby,NO,4.8,Hydro,Reservoir,,1952,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Gangsbekken,ØRTFJELL KRAFT DA,,33,Rana,NO,0.09,Hydro,Reservoir,,2007,,,,,Renewable energy,Hydro,,Zone: NO4,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Gapestad,SMÅKRAFT AS,,16,Rakkestad,NO,1.5,Hydro,Reservoir,,1987,,,,,Renewable energy,Hydro,,Zone: NO1,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
Gaudøla,GAUDALSKRAFT AS,,63,Sunndal,NO,2,Hydro,Reservoir,,2004,,,,,Renewable energy,Hydro,,Zone: NO3,,https://www.nve.no/energiforsyning/kraftproduksjon/vannkraft/vannkraftdatabase/#,,,,,,,,,,,,,,,,,,,,,
